Pos3_8Ori1,Pos3_8Ori2,Pos3_8Ori3,Pos3_8Ori4,Pos4_7Ori1,Pos4_7Ori2,Pos4_8Ori1,Pos4_8Ori2,Pos4_8Ori3,Pos4_9Ori1,Pos4_9Ori2,Pos4_9Ori3,Pos5_6Ori1,Pos5_6Ori2,Pos5_6Ori4,Pos5_7Ori1,Pos5_7Ori2,Pos5_7Ori4,Pos5_8Ori1,Pos5_8Ori2,Pos5_8Ori4,Pos5_9Ori1,Pos5_9Ori2,Pos5_9Ori3,Pos5_9Ori4,Pos5_10Ori1,Pos5_10Ori2,Pos5_10Ori3,Pos5_10Ori4,Pos6_5Ori1,Pos6_5Ori2,Pos6_5Ori3,Pos6_5Ori4,Pos6_6Ori1,Pos6_6Ori2,Pos6_6Ori3,Pos6_6Ori4,Pos6_7Ori1,Pos6_7Ori2,Pos6_7Ori3,Pos6_7Ori4,Pos6_9Ori1,Pos6_9Ori2,Pos6_9Ori3,Pos6_9Ori4,Pos6_10Ori1,Pos6_10Ori2,Pos6_10Ori3,Pos6_10Ori4,Pos7_6Ori1,Pos7_6Ori2,Pos7_6Ori3,Pos7_6Ori4,Pos7_7Ori1,Pos7_7Ori2,Pos7_7Ori3,Pos7_7Ori4,Pos7_8Ori1,Pos7_8Ori2,Pos7_8Ori3,Pos7_8Ori4,Pos7_9Ori1,Pos7_9Ori2,Pos7_9Ori3,Pos7_9Ori4,Pos7_10Ori1,Pos7_10Ori2,Pos7_10Ori3,Pos7_10Ori4,Pos8_7Ori1,Pos8_7Ori2,Pos8_7Ori3,Pos8_7Ori4,Pos8_8Ori1,Pos8_8Ori3,Pos8_8Ori4,Pos8_9Ori1,Pos8_9Ori3,Pos8_9Ori4,Pos9_8Ori1,Pos9_8Ori4,Pos6_8Ori1,Pos6_8Ori2,Pos6_8Ori3,Pos6_8Ori4
Pos1_7Ori1,Pos1_7Ori2,Pos1_7Ori3,Pos1_7Ori4,Pos1_8Ori1,Pos1_8Ori2,Pos1_8Ori3,Pos1_8Ori4,Pos1_9Ori1,Pos1_9Ori2,Pos1_9Ori3,Pos1_9Ori4,Pos2_6Ori1,Pos2_6Ori2,Pos2_6Ori3,Pos2_6Ori4,Pos2_7Ori1,Pos2_7Ori2,Pos2_7Ori3,Pos2_7Ori4,Pos2_8Ori1,Pos2_8Ori2,Pos2_8Ori3,Pos2_8Ori4,Pos2_9Ori1,Pos2_9Ori2,Pos2_9Ori3,Pos2_9Ori4,Pos2_10Ori1,Pos2_10Ori2,Pos2_10Ori3,Pos2_10Ori4,Pos3_5Ori1,Pos3_5Ori2,Pos3_5Ori3,Pos3_6Ori1,Pos3_6Ori2,Pos3_6Ori3,Pos3_6Ori4,Pos3_7Ori1,Pos3_7Ori2,Pos3_7Ori3,Pos3_7Ori4,Pos3_9Ori1,Pos3_9Ori2,Pos3_9Ori3,Pos3_9Ori4,Pos3_10Ori1,Pos3_10Ori2,Pos3_10Ori3,Pos3_10Ori4,Pos4_4Ori1,Pos4_4Ori2,Pos4_4Ori3,Pos4_4Ori4,Pos4_5Ori1,Pos4_5Ori2,Pos4_5Ori3,Pos4_5Ori4,Pos4_6Ori1,Pos4_6Ori2,Pos4_6Ori3,Pos4_6Ori4,Pos4_10Ori1,Pos4_10Ori2,Pos4_10Ori3,Pos4_10Ori4,Pos5_3Ori1,Pos5_3Ori2,Pos5_3Ori3,Pos5_3Ori4,Pos5_4Ori1,Pos5_4Ori2,Pos5_4Ori3,Pos5_4Ori4,Pos5_5Ori1,Pos5_5Ori2,Pos5_5Ori3,Pos5_5Ori4,Pos6_2Ori1,Pos6_2Ori2,Pos6_2Ori4,Pos6_3Ori1,Pos6_3Ori4,Pos6_4Ori1,Pos6_4Ori2,Pos6_4Ori3,Pos6_4Ori4,Pos7_3Ori1,Pos7_3Ori3,Pos7_3Ori4,Pos7_4Ori1,Pos7_4Ori2,Pos7_4Ori3,Pos7_4Ori4,Pos7_5Ori1,Pos7_5Ori2,Pos7_5Ori3,Pos7_5Ori4,Pos8_4Ori1,Pos8_4Ori2,Pos8_4Ori3,Pos8_4Ori4,Pos8_5Ori1,Pos8_5Ori2,Pos8_5Ori3,Pos8_5Ori4,Pos8_6Ori1,Pos8_6Ori2,Pos8_6Ori3,Pos8_6Ori4,Pos8_10Ori1,Pos8_10Ori2,Pos8_10Ori3,Pos8_10Ori4,Pos9_5Ori1,Pos9_5Ori2,Pos9_5Ori4,Pos9_6Ori1,Pos9_6Ori2,Pos9_6Ori4,Pos9_7Ori1,Pos9_7Ori2,Pos9_7Ori4,Pos9_9Ori1,Pos9_9Ori2,Pos9_9Ori3,Pos9_9Ori4,Pos9_10Ori1,Pos9_10Ori2,Pos9_10Ori3,Pos9_10Ori4,Pos10_6Ori1,Pos10_6Ori2,Pos10_6Ori4,Pos10_7Ori1,Pos10_7Ori2,Pos10_7Ori4,Pos10_8Ori1,Pos10_8Ori2,Pos10_8Ori3,Pos10_8Ori4,Pos10_9Ori1,Pos10_9Ori2,Pos10_9Ori3,Pos10_9Ori4,Pos10_10Ori1,Pos10_10Ori2,Pos10_10Ori3,Pos10_10Ori4,Pos4_7Ori3,Pos4_7Ori4,Pos4_8Ori4,Pos4_9Ori4,Pos5_6Ori3,Pos5_7Ori3,Pos5_8Ori3,Pos8_8Ori2,Pos8_9Ori2,Pos9_8Ori2
Pos1_4Ori1,Pos1_4Ori2,Pos1_4Ori3,Pos1_4Ori4,Pos1_5Ori1,Pos1_5Ori2,Pos1_5Ori3,Pos1_5Ori4,Pos1_6Ori1,Pos1_6Ori2,Pos1_6Ori3,Pos1_6Ori4,Pos1_10Ori1,Pos1_10Ori2,Pos1_10Ori3,Pos1_10Ori4,Pos2_3Ori1,Pos2_3Ori2,Pos2_3Ori3,Pos2_3Ori4,Pos2_4Ori1,Pos2_4Ori2,Pos2_4Ori3,Pos2_4Ori4,Pos2_5Ori1,Pos2_5Ori2,Pos2_5Ori3,Pos2_5Ori4,Pos3_2Ori1,Pos3_2Ori2,Pos3_2Ori3,Pos3_2Ori4,Pos3_3Ori1,Pos3_3Ori2,Pos3_3Ori3,Pos3_3Ori4,Pos3_4Ori1,Pos3_4Ori2,Pos3_4Ori3,Pos3_4Ori4,Pos4_1Ori1,Pos4_1Ori2,Pos4_1Ori3,Pos4_1Ori4,Pos4_2Ori1,Pos4_2Ori2,Pos4_2Ori3,Pos4_2Ori4,Pos4_3Ori1,Pos4_3Ori2,Pos4_3Ori3,Pos4_3Ori4,Pos5_1Ori1,Pos5_1Ori2,Pos5_1Ori3,Pos5_1Ori4,Pos5_2Ori1,Pos5_2Ori2,Pos5_2Ori3,Pos5_2Ori4,Pos6_1Ori1,Pos6_1Ori2,Pos6_1Ori3,Pos6_1Ori4,Pos7_1Ori1,Pos7_1Ori2,Pos7_1Ori3,Pos7_1Ori4,Pos7_2Ori1,Pos7_2Ori2,Pos7_2Ori3,Pos7_2Ori4,Pos8_1Ori1,Pos8_1Ori2,Pos8_1Ori3,Pos8_1Ori4,Pos8_2Ori1,Pos8_2Ori2,Pos8_2Ori3,Pos8_2Ori4,Pos8_3Ori1,Pos8_3Ori2,Pos8_3Ori3,Pos8_3Ori4,Pos9_2Ori1,Pos9_2Ori2,Pos9_2Ori3,Pos9_2Ori4,Pos9_3Ori1,Pos9_3Ori2,Pos9_3Ori3,Pos9_3Ori4,Pos9_4Ori1,Pos9_4Ori2,Pos9_4Ori3,Pos9_4Ori4,Pos10_3Ori1,Pos10_3Ori2,Pos10_3Ori3,Pos10_3Ori4,Pos10_4Ori1,Pos10_4Ori2,Pos10_4Ori3,Pos10_4Ori4,Pos10_5Ori1,Pos10_5Ori2,Pos10_5Ori3,Pos10_5Ori4,Pos3_5Ori4,Pos6_2Ori3,Pos6_3Ori2,Pos6_3Ori3,Pos7_3Ori2,Pos9_5Ori3,Pos9_6Ori3,Pos9_7Ori3,Pos10_6Ori3,Pos10_7Ori3,Pos9_8Ori3
Pos1_1Ori1,Pos1_1Ori2,Pos1_1Ori3,Pos1_1Ori4,Pos1_2Ori1,Pos1_2Ori2,Pos1_2Ori3,Pos1_2Ori4,Pos1_3Ori1,Pos1_3Ori2,Pos1_3Ori3,Pos1_3Ori4,Pos2_1Ori1,Pos2_1Ori2,Pos2_1Ori3,Pos2_1Ori4,Pos2_2Ori1,Pos2_2Ori2,Pos2_2Ori3,Pos2_2Ori4,Pos3_1Ori1,Pos3_1Ori2,Pos3_1Ori3,Pos3_1Ori4,Pos9_1Ori1,Pos9_1Ori2,Pos9_1Ori3,Pos9_1Ori4,Pos10_1Ori1,Pos10_1Ori2,Pos10_1Ori3,Pos10_1Ori4,Pos10_2Ori1,Pos10_2Ori2,Pos10_2Ori3,Pos10_2Ori4
